course_id,day,period,instance
c0127,0.0,4.0,Ing0203-2
c0127,1.0,2.0,Ing0203-2
c0127,1.0,3.0,Ing0203-2
c0127,10.0,4.0,Ing0203-2
c0127,2.0,2.0,Ing0203-2
c0127,2.0,3.0,Ing0203-2
c0127,2.0,4.0,Ing0203-2
c0127,3.0,2.0,Ing0203-2
c0127,3.0,3.0,Ing0203-2
c0127,3.0,4.0,Ing0203-2
c0127,4.0,2.0,Ing0203-2
c0127,4.0,3.0,Ing0203-2
c0127,4.0,4.0,Ing0203-2
c0019,0.0,0.0,Ing0203-2
c0019,0.0,1.0,Ing0203-2
c0019,10.0,2.0,Ing0203-2
c0019,0.0,3.0,Ing0203-2
c8888,0.0,4.0,Ing0203-2
c0020,0.0,,Ing0203-2
c0020,0.0,1.0,Ing0203-2
c0020,1.0,0.0,Ing0203-2
c0020,2.0,0.0,Ing0203-2
c0020,3.0,0.0,Ing0203-2
c0020,4.0,0.0,Ing0203-2
c0020,4.0,3.0,Ing0203-2
c0020,10.0,4.0,Ing0203-2
c0023,0.0,0.0,Ing0203-2
c0023,0.0,1.0,Ing0203-2
c0023,0.0,2.0,Ing0203-2
c0023,0.0,3.0,Ing0203-2
c8888,0.0,10.0,Ing0203-2
c0023,4.0,2.0,Ing0203-2
c0023,4.0,3.0,Ing0203-2
c0023,4.0,4.0,Ing0203-2
c0080,0.0,2.0,Ing0203-2
c0080,0.0,3.0,Ing0203-2
c0080,0.0,4.0,Ing0203-2
c0080,1.0,4.0,Ing0203-2
c0080,2.0,2.0,Ing0203-2
c8888,2.0,4.0,Ing0203-2
c0080,3.0,4.0,Ing0203-2
c0080,4.0,4.0,Ing0203-2
c0088,0.0,10.0,Ing0203-2
c8888,1.0,0.0,Ing0203-2
c0088,2.0,0.0,Ing0203-2
c0088,3.0,0.0,Ing0203-2
c0088,4.0,0.0,Ing0203-2
c0044,0.0,2.0,Ing0203-2
c0044,0.0,3.0,Ing0203-2
c0044,0.0,4.0,Ing0203-2
c0044,1.0,2.0,Ing0203-2
c0044,-1.0,3.0,Ing0203-2
c0044,1.0,4.0,Ing0203-2
c0044,2.0,2.0,Ing0203-2
c0044,2.0,-1.0,Ing0203-2
c0044,2.0,4.0,Ing0203-2
,3.0,2.0,Ing0203-2
c0044,3.0,3.0,Ing0203-2
c0044,3.0,4.0,Ing0203-2
c0044,4.0,0.0,Ing0203-2
c0044,4.0,1.0,Ing0203-2
c0044,4.0,2.0,Ing0203-2
c0044,4.0,3.0,Ing0203-2
c0044,4.0,4.0,Ing0203-2
c8888,0.0,0.0,Ing0203-2
c0110,0.0,1.0,Ing0203-2
c0110,1.0,0.0,Ing0203-2
c0110,2.0,0.0,Ing0203-2
c0110,3.0,0.0,Ing0203-2
c0110,4.0,0.0,Ing0203-2
c0110,4.0,1.0,Ing0203-2
c0110,4.0,2.0,Ing0203-2
c0110,4.0,3.0,Ing0203-2
c0110,4.0,4.0,Ing0203-2
c0058,0.0,0.0,Ing0203-2
c0058,0.0,1.0,Ing0203-2
c0058,1.0,0.0,Ing0203-2
c0058,2.0,0.0,Ing0203-2
c0058,3.0,0.0,Ing0203-2
c0058,4.0,0.0,Ing0203-2
c0058,4.0,1.0,Ing0203-2
c0058,4.0,2.0,Ing0203-2
c0058,4.0,3.0,Ing0203-2
,4.0,4.0,Ing0203-2
c0061,0.0,0.0,Ing0203-2
c0061,0.0,1.0,Ing0203-2
c0061,0.0,2.0,Ing0203-2
c8888,0.0,3.0,Ing0203-2
c8888,0.0,-1.0,Ing0203-2
c0061,4.0,2.0,Ing0203-2
c0061,4.0,3.0,Ing0203-2
c0061,4.0,4.0,Ing0203-2
c0074,1.0,1.0,Ing0203-2
c0074,1.0,2.0,Ing0203-2
c0074,1.0,3.0,Ing0203-2
c8888,1.0,4.0,Ing0203-2
c8888,2.0,1.0,Ing0203-2
c0074,2.0,2.0,Ing0203-2
c0074,2.0,3.0,Ing0203-2
c8888,2.0,4.0,Ing0203-2
c0213,0.0,0.0,Ing0203-2
c0213,0.0,1.0,Ing0203-2
c0213,0.0,2.0,Ing0203-2
c0213,0.0,3.0,Ing0203-2
c0213,0.0,4.0,Ing0203-2
c0213,1.0,0.0,Ing0203-2
c0213,1.0,1.0,Ing0203-2
c0213,1.0,2.0,Ing0203-2
c8888,1.0,3.0,Ing0203-2
c0213,1.0,4.0,Ing0203-2
c0213,2.0,2.0,Ing0203-2
c0213,2.0,3.0,Ing0203-2
c0213,2.0,4.0,Ing0203-2
c0213,3.0,2.0,Ing0203-2
c0213,3.0,3.0,Ing0203-2
c0213,3.0,4.0,Ing0203-2
c0213,4.0,2.0,Ing0203-2
c0213,4.0,,Ing0203-2
c0213,,10.0,Ing0203-2
c0219,3.0,0.0,Ing0203-2
c0219,3.0,1.0,Ing0203-2
c8888,3.0,,Ing0203-2
c8888,3.0,3.0,Ing0203-2
c0219,,4.0,Ing0203-2
c0219,4.0,2.0,Ing0203-2
c0219,4.0,3.0,Ing0203-2
c0219,,4.0,Ing0203-2
c0178,0.0,2.0,Ing0203-2
c0178,0.0,3.0,Ing0203-2
c0178,0.0,4.0,Ing0203-2
c0178,1.0,2.0,Ing0203-2
c0178,1.0,,Ing0203-2
c0178,1.0,4.0,Ing0203-2
c0178,2.0,10.0,Ing0203-2
c0178,2.0,3.0,Ing0203-2
c0178,2.0,4.0,Ing0203-2
c0178,3.0,,Ing0203-2
c0178,3.0,3.0,Ing0203-2
c8888,3.0,4.0,Ing0203-2
c0178,4.0,2.0,Ing0203-2
c0178,4.0,3.0,Ing0203-2
c0178,4.0,4.0,Ing0203-2
c0186,0.0,0.0,Ing0203-2
c0186,0.0,,Ing0203-2
c0186,0.0,2.0,Ing0203-2
c0186,0.0,3.0,Ing0203-2
c0186,0.0,4.0,Ing0203-2
c0186,1.0,0.0,Ing0203-2
c0186,1.0,1.0,Ing0203-2
c0186,1.0,2.0,Ing0203-2
c0186,1.0,3.0,Ing0203-2
c0186,1.0,4.0,Ing0203-2
c0186,4.0,4.0,Ing0203-2
c0193,0.0,0.0,Ing0203-2
c0193,0.0,1.0,Ing0203-2
c0193,0.0,2.0,Ing0203-2
c0108,0.0,2.0,Ing0203-2
c0108,0.0,3.0,Ing0203-2
c0108,0.0,4.0,Ing0203-2
c0108,1.0,2.0,Ing0203-2
c0108,1.0,3.0,Ing0203-2
c0108,1.0,4.0,Ing0203-2
c0108,2.0,2.0,Ing0203-2
c0108,2.0,3.0,Ing0203-2
c0108,2.0,4.0,Ing0203-2
c0108,3.0,2.0,Ing0203-2
c0108,3.0,3.0,Ing0203-2
c0108,3.0,4.0,Ing0203-2
c0108,4.0,2.0,Ing0203-2
c0108,4.0,3.0,Ing0203-2
c0108,4.0,4.0,Ing0203-2
c0056,0.0,2.0,Ing0203-2
c0056,0.0,3.0,Ing0203-2
c0056,0.0,4.0,Ing0203-2
c0056,1.0,2.0,Ing0203-2
c0056,1.0,3.0,Ing0203-2
c0056,1.0,4.0,Ing0203-2
c0056,2.0,2.0,Ing0203-2
c0056,2.0,3.0,Ing0203-2
c0056,2.0,4.0,Ing0203-2
c0056,3.0,2.0,Ing0203-2
c0056,3.0,3.0,Ing0203-2
c0056,-1.0,4.0,Ing0203-2
c0056,4.0,2.0,Ing0203-2
c0056,,3.0,Ing0203-2
c0056,4.0,4.0,Ing0203-2
c0206,0.0,2.0,Ing0203-2
c0206,0.0,3.0,Ing0203-2
c0206,0.0,4.0,Ing0203-2
c0206,1.0,2.0,Ing0203-2
c0206,1.0,3.0,Ing0203-2
c0206,,4.0,Ing0203-2
c0206,2.0,2.0,Ing0203-2
c0206,2.0,3.0,Ing0203-2
c0206,2.0,4.0,Ing0203-2
c0206,3.0,2.0,Ing0203-2
c0206,3.0,3.0,Ing0203-2
c0206,3.0,4.0,Ing0203-2
c0206,4.0,2.0,Ing0203-2
c0206,4.0,10.0,Ing0203-2
c8888,4.0,4.0,Ing0203-2
c0252,3.0,2.0,Ing0203-2
c0252,3.0,3.0,Ing0203-2
c0252,3.0,4.0,Ing0203-2
c0252,4.0,0.0,Ing0203-2
c0252,4.0,1.0,Ing0203-2
c0252,4.0,2.0,Ing0203-2
c0252,4.0,3.0,Ing0203-2
c0252,4.0,4.0,Ing0203-2
c0266,0.0,0.0,Ing0203-2
c8888,0.0,1.0,Ing0203-2
c0266,0.0,2.0,Ing0203-2
c8888,2.0,3.0,Ing0203-2
c8888,2.0,4.0,Ing0203-2
c0266,3.0,0.0,Ing0203-2
c0266,3.0,1.0,Ing0203-2
c0266,3.0,,Ing0203-2
c0266,3.0,3.0,Ing0203-2
c8888,3.0,4.0,Ing0203-2
c0266,4.0,0.0,Ing0203-2
c0266,4.0,1.0,Ing0203-2
c0266,4.0,2.0,Ing0203-2
c0266,4.0,3.0,Ing0203-2
c0266,4.0,4.0,Ing0203-2
c0238,0.0,2.0,Ing0203-2
c0238,0.0,3.0,Ing0203-2
c0238,0.0,4.0,Ing0203-2
c8888,1.0,2.0,Ing0203-2
c0238,1.0,3.0,Ing0203-2
c0238,1.0,4.0,Ing0203-2
c0238,2.0,2.0,Ing0203-2
c0238,2.0,3.0,Ing0203-2
c0238,2.0,4.0,Ing0203-2
c0238,3.0,2.0,Ing0203-2
c0238,3.0,3.0,Ing0203-2
c8888,3.0,4.0,Ing0203-2
c0238,4.0,2.0,Ing0203-2
c0238,4.0,3.0,Ing0203-2
c0238,4.0,4.0,Ing0203-2
c0076,0.0,0.0,Ing0203-2
c0076,1.0,0.0,Ing0203-2
c0076,10.0,0.0,Ing0203-2
c0076,3.0,,Ing0203-2
c0076,4.0,0.0,Ing0203-2
c0470,0.0,0.0,Ing0203-2
c8888,1.0,0.0,Ing0203-2
c0470,2.0,0.0,Ing0203-2
c0470,-1.0,0.0,Ing0203-2
c0470,4.0,0.0,Ing0203-2
c0230,0.0,2.0,Ing0203-2
c0230,1.0,2.0,Ing0203-2
c8888,2.0,0.0,Ing0203-2
c0230,2.0,1.0,Ing0203-2
c0230,2.0,2.0,Ing0203-2
c0230,4.0,2.0,Ing0203-2
c0230,4.0,3.0,Ing0203-2
c0230,4.0,-1.0,Ing0203-2
c0054,0.0,0.0,Ing0203-2
c0054,4.0,1.0,Ing0203-2
c0054,4.0,2.0,Ing0203-2
c0054,4.0,3.0,Ing0203-2
c0054,4.0,4.0,Ing0203-2
c0602,0.0,2.0,Ing0203-2
c0602,1.0,2.0,Ing0203-2
c0602,2.0,2.0,Ing0203-2
c0602,-1.0,0.0,Ing0203-2
c0602,3.0,1.0,Ing0203-2
c0602,3.0,2.0,Ing0203-2
c0602,3.0,3.0,Ing0203-2
c0602,3.0,4.0,Ing0203-2
c0602,10.0,0.0,Ing0203-2
c0602,4.0,1.0,Ing0203-2
c0602,4.0,2.0,Ing0203-2
c0602,4.0,3.0,Ing0203-2
c0602,4.0,4.0,Ing0203-2
c0559,0.0,0.0,Ing0203-2
c0559,0.0,1.0,Ing0203-2
c0559,0.0,2.0,Ing0203-2
c0559,0.0,3.0,Ing0203-2
c0559,0.0,4.0,Ing0203-2
c0559,1.0,0.0,Ing0203-2
c0559,2.0,0.0,Ing0203-2
c0559,4.0,0.0,Ing0203-2
c0069,0.0,2.0,Ing0203-2
c0069,0.0,3.0,Ing0203-2
c0069,0.0,4.0,Ing0203-2
c0069,1.0,2.0,Ing0203-2
c0069,1.0,10.0,Ing0203-2
c0069,1.0,4.0,Ing0203-2
c0069,2.0,2.0,Ing0203-2
c0069,2.0,3.0,Ing0203-2
c0069,2.0,4.0,Ing0203-2
c0069,3.0,2.0,Ing0203-2
c8888,3.0,3.0,Ing0203-2
c0069,3.0,4.0,Ing0203-2
c0069,4.0,2.0,Ing0203-2
c0069,4.0,3.0,Ing0203-2
c0069,4.0,10.0,Ing0203-2
c0288,0.0,0.0,Ing0203-2
c0288,0.0,1.0,Ing0203-2
c0288,0.0,2.0,Ing0203-2
c0288,0.0,3.0,Ing0203-2
c0288,0.0,-1.0,Ing0203-2
c0288,1.0,0.0,Ing0203-2
c0288,1.0,1.0,Ing0203-2
c0288,1.0,2.0,Ing0203-2
c0297,4.0,0.0,Ing0203-2
c0297,4.0,1.0,Ing0203-2
c8888,4.0,2.0,Ing0203-2
c0297,4.0,3.0,Ing0203-2
c0302,0.0,0.0,Ing0203-2
c0302,0.0,1.0,Ing0203-2
c0302,0.0,,Ing0203-2
c0302,0.0,3.0,Ing0203-2
c0302,0.0,4.0,Ing0203-2
c0313,,2.0,Ing0203-2
c0313,2.0,3.0,Ing0203-2
c0313,2.0,4.0,Ing0203-2
c0314,0.0,2.0,Ing0203-2
c0314,1.0,2.0,Ing0203-2
c0314,2.0,2.0,Ing0203-2
c0314,3.0,2.0,Ing0203-2
c0314,4.0,2.0,Ing0203-2
c0316,0.0,2.0,Ing0203-2
c0316,1.0,2.0,Ing0203-2
c0316,2.0,0.0,Ing0203-2
c0316,2.0,1.0,Ing0203-2
c0316,2.0,2.0,Ing0203-2
c0316,4.0,2.0,Ing0203-2
c0316,4.0,3.0,Ing0203-2
c0316,4.0,4.0,Ing0203-2
c0298,0.0,0.0,Ing0203-2
c0298,0.0,1.0,Ing0203-2
c0298,0.0,2.0,Ing0203-2
c0298,4.0,0.0,Ing0203-2
c0298,4.0,1.0,Ing0203-2
c0298,4.0,2.0,Ing0203-2
c0298,4.0,10.0,Ing0203-2
c0298,4.0,4.0,Ing0203-2
c0304,3.0,4.0,Ing0203-2
c0346,4.0,0.0,Ing0203-2
c0346,4.0,1.0,Ing0203-2
,4.0,2.0,Ing0203-2
c8888,4.0,-1.0,Ing0203-2
c0346,4.0,4.0,Ing0203-2
c0366,0.0,0.0,Ing0203-2
c0366,1.0,0.0,Ing0203-2
c8888,2.0,0.0,Ing0203-2
c0366,4.0,0.0,Ing0203-2
c8888,4.0,1.0,Ing0203-2
c0366,4.0,2.0,Ing0203-2
c0366,4.0,3.0,Ing0203-2
c0366,4.0,4.0,Ing0203-2
c0391,0.0,0.0,Ing0203-2
c0391,0.0,10.0,Ing0203-2
c0391,0.0,2.0,Ing0203-2
c0391,0.0,3.0,Ing0203-2
c0391,0.0,4.0,Ing0203-2
c0391,1.0,0.0,Ing0203-2
c0391,1.0,1.0,Ing0203-2
c0391,1.0,2.0,Ing0203-2
c0386,1.0,2.0,Ing0203-2
c0386,1.0,3.0,Ing0203-2
c0386,1.0,4.0,Ing0203-2
c0386,2.0,0.0,Ing0203-2
c0386,2.0,1.0,Ing0203-2
c0386,2.0,2.0,Ing0203-2
c0386,2.0,3.0,Ing0203-2
c0386,2.0,4.0,Ing0203-2
c0386,4.0,2.0,Ing0203-2
c0386,4.0,3.0,Ing0203-2
c0386,4.0,4.0,Ing0203-2
c0638,0.0,4.0,Ing0203-2
c0638,2.0,2.0,Ing0203-2
c0638,2.0,3.0,Ing0203-2
c0638,2.0,4.0,Ing0203-2
c0638,-1.0,4.0,Ing0203-2
c0638,10.0,2.0,Ing0203-2
c0638,4.0,3.0,Ing0203-2
c0638,4.0,4.0,Ing0203-2
c0322,0.0,0.0,Ing0203-2
c0322,1.0,0.0,Ing0203-2
c0322,3.0,0.0,Ing0203-2
c0322,4.0,0.0,Ing0203-2
c0322,,1.0,Ing0203-2
c8888,4.0,2.0,Ing0203-2
c0322,4.0,-1.0,Ing0203-2
c0322,4.0,4.0,Ing0203-2
c0323,0.0,0.0,Ing0203-2
c0323,0.0,1.0,Ing0203-2
c0323,0.0,2.0,Ing0203-2
c8888,0.0,3.0,Ing0203-2
c0323,0.0,4.0,Ing0203-2
c0323,4.0,0.0,Ing0203-2
c0323,4.0,1.0,Ing0203-2
c0323,4.0,2.0,Ing0203-2
c0323,4.0,3.0,Ing0203-2
c0323,4.0,,Ing0203-2
c0326,0.0,0.0,Ing0203-2
c0326,0.0,1.0,Ing0203-2
c0326,0.0,2.0,Ing0203-2
c8888,0.0,3.0,Ing0203-2
c0326,0.0,4.0,Ing0203-2
c0326,1.0,0.0,Ing0203-2
c0326,1.0,-1.0,Ing0203-2
c0326,1.0,2.0,Ing0203-2
c0326,1.0,3.0,Ing0203-2
c0326,1.0,4.0,Ing0203-2
c0327,0.0,10.0,Ing0203-2
c0327,0.0,1.0,Ing0203-2
c0327,0.0,2.0,Ing0203-2
c0327,0.0,3.0,Ing0203-2
c0327,0.0,4.0,Ing0203-2
c0327,1.0,0.0,Ing0203-2
c0327,2.0,0.0,Ing0203-2
c0327,4.0,0.0,Ing0203-2
c0327,4.0,3.0,Ing0203-2
c0327,4.0,4.0,Ing0203-2
c0336,1.0,2.0,Ing0203-2
c8888,1.0,3.0,Ing0203-2
c0336,1.0,4.0,Ing0203-2
c0336,2.0,0.0,Ing0203-2
c0336,2.0,1.0,Ing0203-2
c0336,2.0,2.0,Ing0203-2
c0336,2.0,3.0,Ing0203-2
c8888,2.0,4.0,Ing0203-2
c0336,3.0,0.0,Ing0203-2
c0336,3.0,1.0,Ing0203-2
c0336,3.0,2.0,Ing0203-2
c0336,3.0,3.0,Ing0203-2
c0336,3.0,4.0,Ing0203-2
c0336,4.0,0.0,Ing0203-2
c8888,4.0,1.0,Ing0203-2
c0336,4.0,2.0,Ing0203-2
c0336,4.0,3.0,Ing0203-2
c0336,4.0,4.0,Ing0203-2
c0337,0.0,0.0,Ing0203-2
c0337,0.0,1.0,Ing0203-2
c0337,0.0,2.0,Ing0203-2
c0337,,3.0,Ing0203-2
c0337,4.0,1.0,Ing0203-2
c0337,4.0,2.0,Ing0203-2
c0337,4.0,3.0,Ing0203-2
c0337,4.0,4.0,Ing0203-2
c0368,0.0,0.0,Ing0203-2
c0368,2.0,4.0,Ing0203-2
c0368,4.0,4.0,Ing0203-2
ChiGenAn,0.0,0.0,Ing0304-1
ChiGenAn,0.0,4.0,Ing0304-1
ChiGenAn,4.0,4.0,Ing0304-1
CamEleAn,0.0,0.0,Ing0304-1
CamEleAn,0.0,1.0,Ing0304-1
CamEleAn,0.0,-1.0,Ing0304-1
c8888,0.0,3.0,Ing0304-1
CamEleAn,4.0,1.0,Ing0304-1
c8888,4.0,2.0,Ing0304-1
CamEleAn,4.0,3.0,Ing0304-1
CamEleAn,4.0,4.0,Ing0304-1
FonChiAn,0.0,0.0,Ing0304-1
FonChiAn,0.0,1.0,Ing0304-1
FonChiAn,4.0,3.0,Ing0304-1
FonChiAn,4.0,4.0,Ing0304-1
StrIndAn,0.0,,Ing0304-1
c8888,1.0,2.0,Ing0304-1
StrIndAn,2.0,2.0,Ing0304-1
StrIndAn,3.0,2.0,Ing0304-1
StrIndAn,4.0,2.0,Ing0304-1
TecCosAn,1.0,0.0,Ing0304-1
TecCosAn,1.0,1.0,Ing0304-1
TecCosAn,1.0,2.0,Ing0304-1
TecCosAn,1.0,3.0,Ing0304-1
TecCosAn,1.0,4.0,Ing0304-1
TecCosAn,4.0,2.0,Ing0304-1
TecCosAn,4.0,3.0,Ing0304-1
c8888,4.0,4.0,Ing0304-1
Mat1Cn,0.0,2.0,Ing0304-1
c8888,0.0,3.0,Ing0304-1
Mat1Cn,0.0,4.0,Ing0304-1
Mat1Cn,10.0,2.0,Ing0304-1
Mat1Cn,1.0,3.0,Ing0304-1
Mat1Cn,1.0,4.0,Ing0304-1
Mat1Cn,2.0,2.0,Ing0304-1
Mat1Cn,2.0,3.0,Ing0304-1
c8888,2.0,4.0,Ing0304-1
Mat1Cn,3.0,2.0,Ing0304-1
Mat1Cn,3.0,3.0,Ing0304-1
c8888,3.0,4.0,Ing0304-1
Mat1Cn,4.0,2.0,Ing0304-1
Mat1Cn,4.0,3.0,Ing0304-1
Mat1Cn,4.0,4.0,Ing0304-1
MecRazCn,-1.0,4.0,Ing0304-1
MecRazCn,1.0,4.0,Ing0304-1
MecRazCn,-1.0,4.0,Ing0304-1
MecRazCn,3.0,4.0,Ing0304-1
MecRazCn,4.0,4.0,Ing0304-1
c8888,0.0,0.0,Ing0304-1
TecMatCn,10.0,4.0,Ing0304-1
TecMatCn,1.0,0.0,Ing0304-1
TecMatCn,1.0,4.0,Ing0304-1
TecMatCn,2.0,0.0,Ing0304-1
TecMatCn,2.0,4.0,Ing0304-1
TecMatCn,3.0,0.0,Ing0304-1
TecMatCn,3.0,4.0,Ing0304-1
c8888,0.0,0.0,Ing0304-1
c8888,0.0,1.0,Ing0304-1
ArcTecCn,0.0,2.0,Ing0304-1
c8888,4.0,10.0,Ing0304-1
ArcTecCn,4.0,1.0,Ing0304-1
ArcTecCn,4.0,2.0,Ing0304-1
ArcTecCn,4.0,3.0,Ing0304-1
ArcTecCn,4.0,4.0,Ing0304-1
,0.0,2.0,Ing0304-1
Idr2Cn,1.0,2.0,Ing0304-1
Idr2Cn,2.0,2.0,Ing0304-1
c8888,3.0,2.0,Ing0304-1
Idr2Cn,4.0,2.0,Ing0304-1
Mat1En,10.0,,Ing0304-1
Mat1En,-1.0,3.0,Ing0304-1
c8888,0.0,,Ing0304-1
c8888,1.0,2.0,Ing0304-1
Mat1En,1.0,3.0,Ing0304-1
Mat1En,1.0,4.0,Ing0304-1
Mat1En,2.0,2.0,Ing0304-1
Mat1En,2.0,3.0,Ing0304-1
Mat1En,2.0,4.0,Ing0304-1
Mat1En,3.0,2.0,Ing0304-1
Mat1En,3.0,3.0,Ing0304-1
Mat1En,3.0,4.0,Ing0304-1
Mat1En,4.0,2.0,Ing0304-1
c8888,4.0,3.0,Ing0304-1
Mat1En,4.0,4.0,Ing0304-1
RetLogEn,1.0,2.0,Ing0304-1
RetLogEn,1.0,3.0,Ing0304-1
RetLogEn,1.0,4.0,Ing0304-1
RetLogEn,2.0,0.0,Ing0304-1
RetLogEn,2.0,1.0,Ing0304-1
RetLogEn,2.0,2.0,Ing0304-1
RetLogEn,2.0,3.0,Ing0304-1
RetLogEn,2.0,4.0,Ing0304-1
RetLogEn,10.0,0.0,Ing0304-1
RetLogEn,3.0,1.0,Ing0304-1
RetLogEn,,2.0,Ing0304-1
RetLogEn,3.0,3.0,Ing0304-1
RetLogEn,3.0,4.0,Ing0304-1
RetLogEn,4.0,0.0,Ing0304-1
RetLogEn,4.0,1.0,Ing0304-1
,4.0,2.0,Ing0304-1
RetLogEn,4.0,3.0,Ing0304-1
RetLogEn,4.0,4.0,Ing0304-1
ComEleEn,0.0,0.0,Ing0304-1
ComEleEn,0.0,1.0,Ing0304-1
ComEleEn,0.0,2.0,Ing0304-1
ComEleEn,1.0,2.0,Ing0304-1
ComEleEn,3.0,2.0,Ing0304-1
ComEleEn,4.0,2.0,Ing0304-1
ComEleEn,4.0,-1.0,Ing0304-1
ComEleEn,4.0,4.0,Ing0304-1
EleSis1En,1.0,0.0,Ing0304-1
EleSis1En,1.0,1.0,Ing0304-1
c8888,1.0,2.0,Ing0304-1
EleSis1En,1.0,3.0,Ing0304-1
EleSis1En,1.0,,Ing0304-1
EleSis1En,3.0,0.0,Ing0304-1
EleSis1En,3.0,1.0,Ing0304-1
EleSis1En,3.0,2.0,Ing0304-1
MetMatEn,0.0,4.0,Ing0304-1
MetMatEn,1.0,4.0,Ing0304-1
MetMatEn,2.0,4.0,Ing0304-1
