course_id,day,period,instance
c0213,0,4,Ing0203-2
c0213,1,0,Ing0203-2
c0213,1,1,Ing0203-2
c0213,1,2,Ing0203-2
c0213,1,4,Ing0203-2
c0213,2,2,Ing0203-2
c0213,2,3,Ing0203-2
c0213,2,4,Ing0203-2
c0213,3,2,Ing0203-2
c0213,3,3,Ing0203-2
c0213,3,4,Ing0203-2
c0213,4,2,Ing0203-2
c0219,3,0,Ing0203-2
c0219,3,1,Ing0203-2
c0219,4,2,Ing0203-2
c0219,4,3,Ing0203-2
c0178,0,2,Ing0203-2
c0178,0,3,Ing0203-2
c0178,0,4,Ing0203-2
c0178,1,2,Ing0203-2
c0178,1,4,Ing0203-2
c0178,2,3,Ing0203-2
c0178,2,4,Ing0203-2
c0178,3,3,Ing0203-2
c0178,4,2,Ing0203-2
c0178,4,3,Ing0203-2
c0178,4,4,Ing0203-2
c0186,0,0,Ing0203-2
c0186,0,2,Ing0203-2
c0186,0,3,Ing0203-2
c0186,0,4,Ing0203-2
c0186,1,0,Ing0203-2
c0186,1,1,Ing0203-2
c0186,1,2,Ing0203-2
c0186,1,3,Ing0203-2
c0186,1,4,Ing0203-2
c0186,4,4,Ing0203-2
c0193,0,0,Ing0203-2
c0193,0,1,Ing0203-2
c0193,0,2,Ing0203-2
c0108,0,2,Ing0203-2
c0108,0,3,Ing0203-2
c0108,0,4,Ing0203-2
c0108,1,2,Ing0203-2
c0108,1,3,Ing0203-2
c0108,1,4,Ing0203-2
c0108,2,2,Ing0203-2
c0108,2,3,Ing0203-2
c0108,2,4,Ing0203-2
c0108,3,2,Ing0203-2
c0108,3,3,Ing0203-2
c0108,3,4,Ing0203-2
c0108,4,2,Ing0203-2
c0108,4,3,Ing0203-2
c0108,4,4,Ing0203-2
c0056,0,2,Ing0203-2
c0056,0,3,Ing0203-2
c0056,0,4,Ing0203-2
c0056,1,2,Ing0203-2
c0056,1,3,Ing0203-2
c0056,1,4,Ing0203-2
c0056,2,2,Ing0203-2
c0056,2,3,Ing0203-2
c0056,2,4,Ing0203-2
c0056,3,2,Ing0203-2
c0056,3,3,Ing0203-2
c0056,4,2,Ing0203-2
c0056,4,4,Ing0203-2
c0206,0,2,Ing0203-2
c0206,0,3,Ing0203-2
c0206,0,4,Ing0203-2
c0206,1,2,Ing0203-2
c0206,1,3,Ing0203-2
c0206,2,2,Ing0203-2
c0206,2,3,Ing0203-2
c0206,2,4,Ing0203-2
c0206,3,2,Ing0203-2
c0206,3,3,Ing0203-2
c0206,3,4,Ing0203-2
c0206,4,2,Ing0203-2
c0252,3,2,Ing0203-2
c0252,3,3,Ing0203-2
c0252,3,4,Ing0203-2
c0252,4,0,Ing0203-2
c0252,4,1,Ing0203-2
c0252,4,2,Ing0203-2
c0252,4,3,Ing0203-2
c0252,4,4,Ing0203-2
c0266,0,0,Ing0203-2
c0266,0,2,Ing0203-2
c0266,3,0,Ing0203-2
c0266,3,1,Ing0203-2
c0266,3,3,Ing0203-2
c0266,4,0,Ing0203-2
c0266,4,1,Ing0203-2
c0266,4,2,Ing0203-2
c0266,4,3,Ing0203-2
c0266,4,4,Ing0203-2
c0238,0,2,Ing0203-2
c0238,0,3,Ing0203-2
c0238,0,4,Ing0203-2
c0238,1,3,Ing0203-2
c0238,1,4,Ing0203-2
c0238,2,2,Ing0203-2
c0238,2,3,Ing0203-2
c0238,2,4,Ing0203-2
c0238,3,2,Ing0203-2
c0238,3,3,Ing0203-2
c0238,4,2,Ing0203-2
c0238,4,3,Ing0203-2
c0238,4,4,Ing0203-2
c0076,0,0,Ing0203-2
c0076,1,0,Ing0203-2
c0076,4,0,Ing0203-2
c0470,0,0,Ing0203-2
c0470,2,0,Ing0203-2
c0470,4,0,Ing0203-2
c0230,0,2,Ing0203-2
c0230,1,2,Ing0203-2
c0230,2,1,Ing0203-2
c0230,2,2,Ing0203-2
c0230,4,2,Ing0203-2
c0230,4,3,Ing0203-2
c0054,0,0,Ing0203-2
c0054,4,1,Ing0203-2
c0054,4,2,Ing0203-2
c0054,4,3,Ing0203-2
c0054,4,4,Ing0203-2
c0602,0,2,Ing0203-2
c0602,1,2,Ing0203-2
c0602,2,2,Ing0203-2
c0602,3,1,Ing0203-2
c0602,3,2,Ing0203-2
c0602,3,3,Ing0203-2
c0602,3,4,Ing0203-2
c0602,4,1,Ing0203-2
c0602,4,2,Ing0203-2
c0602,4,3,Ing0203-2
c0602,4,4,Ing0203-2
c0559,0,0,Ing0203-2
c0559,0,1,Ing0203-2
c0559,0,2,Ing0203-2
c0559,0,3,Ing0203-2
c0559,0,4,Ing0203-2
c0559,1,0,Ing0203-2
c0559,2,0,Ing0203-2
c0559,4,0,Ing0203-2
c0069,0,2,Ing0203-2
c0069,0,3,Ing0203-2
c0069,0,4,Ing0203-2
c0069,1,2,Ing0203-2
c0069,1,4,Ing0203-2
c0069,2,2,Ing0203-2
c0069,2,3,Ing0203-2
c0069,2,4,Ing0203-2
c0069,3,2,Ing0203-2
c0069,3,4,Ing0203-2
c0069,4,2,Ing0203-2
c0069,4,3,Ing0203-2
c0288,0,0,Ing0203-2
c0288,0,1,Ing0203-2
c0288,0,2,Ing0203-2
c0288,0,3,Ing0203-2
c0288,1,0,Ing0203-2
c0288,1,1,Ing0203-2
c0288,1,2,Ing0203-2
c0297,4,0,Ing0203-2
c0297,4,1,Ing0203-2
c0297,4,3,Ing0203-2
c0302,0,0,Ing0203-2
c0302,0,1,Ing0203-2
c0302,0,3,Ing0203-2
c0302,0,4,Ing0203-2
c0313,2,3,Ing0203-2
c0313,2,4,Ing0203-2
c0314,0,2,Ing0203-2
c0314,1,2,Ing0203-2
c0314,2,2,Ing0203-2
c0314,3,2,Ing0203-2
c0314,4,2,Ing0203-2
c0316,0,2,Ing0203-2
c0316,1,2,Ing0203-2
c0316,2,0,Ing0203-2
c0316,2,1,Ing0203-2
c0316,2,2,Ing0203-2
c0316,4,2,Ing0203-2
c0316,4,3,Ing0203-2
c0316,4,4,Ing0203-2
c0298,0,0,Ing0203-2
c0298,0,1,Ing0203-2
c0298,0,2,Ing0203-2
c0298,4,0,Ing0203-2
c0298,4,1,Ing0203-2
c0298,4,2,Ing0203-2
c0298,4,4,Ing0203-2
c0304,3,4,Ing0203-2
c0346,4,0,Ing0203-2
c0346,4,1,Ing0203-2
nan,4,2,Ing0203-2
c0346,4,4,Ing0203-2
c0366,0,0,Ing0203-2
c0366,1,0,Ing0203-2
c0366,4,0,Ing0203-2
c0366,4,2,Ing0203-2
c0366,4,3,Ing0203-2
c0366,4,4,Ing0203-2
c0391,0,0,Ing0203-2
c0391,0,2,Ing0203-2
c0391,0,3,Ing0203-2
c0391,0,4,Ing0203-2
c0391,1,0,Ing0203-2
c0391,1,1,Ing0203-2
c0391,1,2,Ing0203-2
c0386,1,2,Ing0203-2
c0386,1,3,Ing0203-2
c0386,1,4,Ing0203-2
c0386,2,0,Ing0203-2
c0386,2,1,Ing0203-2
c0386,2,2,Ing0203-2
c0386,2,3,Ing0203-2
c0386,2,4,Ing0203-2
c0386,4,2,Ing0203-2
c0386,4,3,Ing0203-2
c0386,4,4,Ing0203-2
c0638,0,4,Ing0203-2
c0638,2,2,Ing0203-2
c0638,2,3,Ing0203-2
c0638,2,4,Ing0203-2
c0638,4,3,Ing0203-2
c0638,4,4,Ing0203-2
c0322,0,0,Ing0203-2
c0322,1,0,Ing0203-2
c0322,3,0,Ing0203-2
c0322,4,0,Ing0203-2
c0322,4,4,Ing0203-2
c0323,0,0,Ing0203-2
c0323,0,1,Ing0203-2
c0323,0,2,Ing0203-2
c0323,0,4,Ing0203-2
c0323,4,0,Ing0203-2
c0323,4,1,Ing0203-2
c0323,4,2,Ing0203-2
c0323,4,3,Ing0203-2
c0326,0,0,Ing0203-2
c0326,0,1,Ing0203-2
c0326,0,2,Ing0203-2
c0326,0,4,Ing0203-2
c0326,1,0,Ing0203-2
c0326,1,2,Ing0203-2
c0326,1,3,Ing0203-2
c0326,1,4,Ing0203-2
c0327,0,1,Ing0203-2
c0327,0,2,Ing0203-2
c0327,0,3,Ing0203-2
c0327,0,4,Ing0203-2
c0327,1,0,Ing0203-2
c0327,2,0,Ing0203-2
c0327,4,0,Ing0203-2
c0327,4,3,Ing0203-2
c0327,4,4,Ing0203-2
c0336,1,2,Ing0203-2
c0336,1,4,Ing0203-2
c0336,2,0,Ing0203-2
c0336,2,1,Ing0203-2
c0336,2,2,Ing0203-2
c0336,2,3,Ing0203-2
c0336,3,0,Ing0203-2
c0336,3,1,Ing0203-2
c0336,3,2,Ing0203-2
c0336,3,3,Ing0203-2
c0336,3,4,Ing0203-2
c0336,4,0,Ing0203-2
c0336,4,2,Ing0203-2
c0336,4,3,Ing0203-2
c0336,4,4,Ing0203-2
c0337,0,0,Ing0203-2
c0337,0,1,Ing0203-2
c0337,0,2,Ing0203-2
c0337,4,1,Ing0203-2
c0337,4,2,Ing0203-2
c0337,4,3,Ing0203-2
c0337,4,4,Ing0203-2
c0368,0,0,Ing0203-2
c0368,2,4,Ing0203-2
c0368,4,4,Ing0203-2
ChiGenAn,0,0,Ing0304-1
ChiGenAn,0,4,Ing0304-1
ChiGenAn,4,4,Ing0304-1
CamEleAn,0,0,Ing0304-1
CamEleAn,0,1,Ing0304-1
CamEleAn,4,1,Ing0304-1
CamEleAn,4,3,Ing0304-1
CamEleAn,4,4,Ing0304-1
FonChiAn,0,0,Ing0304-1
FonChiAn,0,1,Ing0304-1
FonChiAn,4,3,Ing0304-1
FonChiAn,4,4,Ing0304-1
StrIndAn,2,2,Ing0304-1
StrIndAn,3,2,Ing0304-1
StrIndAn,4,2,Ing0304-1
TecCosAn,1,0,Ing0304-1
TecCosAn,1,1,Ing0304-1
TecCosAn,1,2,Ing0304-1
TecCosAn,1,3,Ing0304-1
TecCosAn,1,4,Ing0304-1
TecCosAn,4,2,Ing0304-1
TecCosAn,4,3,Ing0304-1
Mat1Cn,0,2,Ing0304-1
Mat1Cn,0,4,Ing0304-1
Mat1Cn,1,3,Ing0304-1
Mat1Cn,1,4,Ing0304-1
Mat1Cn,2,2,Ing0304-1
Mat1Cn,2,3,Ing0304-1
Mat1Cn,3,2,Ing0304-1
Mat1Cn,3,3,Ing0304-1
Mat1Cn,4,2,Ing0304-1
Mat1Cn,4,3,Ing0304-1
Mat1Cn,4,4,Ing0304-1
MecRazCn,1,4,Ing0304-1
MecRazCn,3,4,Ing0304-1
MecRazCn,4,4,Ing0304-1
TecMatCn,1,0,Ing0304-1
TecMatCn,1,4,Ing0304-1
TecMatCn,2,0,Ing0304-1
TecMatCn,2,4,Ing0304-1
TecMatCn,3,0,Ing0304-1
TecMatCn,3,4,Ing0304-1
ArcTecCn,0,2,Ing0304-1
ArcTecCn,4,1,Ing0304-1
ArcTecCn,4,2,Ing0304-1
ArcTecCn,4,3,Ing0304-1
ArcTecCn,4,4,Ing0304-1
nan,0,2,Ing0304-1
Idr2Cn,1,2,Ing0304-1
Idr2Cn,2,2,Ing0304-1
Idr2Cn,4,2,Ing0304-1
Mat1En,1,3,Ing0304-1
Mat1En,1,4,Ing0304-1
Mat1En,2,2,Ing0304-1
Mat1En,2,3,Ing0304-1
Mat1En,2,4,Ing0304-1
Mat1En,3,2,Ing0304-1
Mat1En,3,3,Ing0304-1
Mat1En,3,4,Ing0304-1
Mat1En,4,2,Ing0304-1
Mat1En,4,4,Ing0304-1
RetLogEn,1,2,Ing0304-1
RetLogEn,1,3,Ing0304-1
RetLogEn,1,4,Ing0304-1
RetLogEn,2,0,Ing0304-1
RetLogEn,2,1,Ing0304-1
RetLogEn,2,2,Ing0304-1
RetLogEn,2,3,Ing0304-1
RetLogEn,2,4,Ing0304-1
RetLogEn,3,1,Ing0304-1
RetLogEn,3,3,Ing0304-1
RetLogEn,3,4,Ing0304-1
RetLogEn,4,0,Ing0304-1
RetLogEn,4,1,Ing0304-1
nan,4,2,Ing0304-1
RetLogEn,4,3,Ing0304-1
RetLogEn,4,4,Ing0304-1
ComEleEn,0,0,Ing0304-1
ComEleEn,0,1,Ing0304-1
ComEleEn,0,2,Ing0304-1
ComEleEn,1,2,Ing0304-1
ComEleEn,3,2,Ing0304-1
ComEleEn,4,2,Ing0304-1
ComEleEn,4,4,Ing0304-1
EleSis1En,1,0,Ing0304-1
EleSis1En,1,1,Ing0304-1
EleSis1En,1,3,Ing0304-1
EleSis1En,3,0,Ing0304-1
EleSis1En,3,1,Ing0304-1
EleSis1En,3,2,Ing0304-1
MetMatEn,0,4,Ing0304-1
MetMatEn,1,4,Ing0304-1
MetMatEn,2,4,Ing0304-1
MetMatEn,3,4,Ing0304-1
MetMatEn,4,4,Ing0304-1
RetCal1G1n,3,0,Ing0304-1
RetCal1G1n,3,1,Ing0304-1
RetCal1G1n,3,2,Ing0304-1
RetCal1G1n,3,3,Ing0304-1
RetCal1G1n,3,4,Ing0304-1
RetCal1G1n,4,2,Ing0304-1
RetCal1G1n,4,4,Ing0304-1
Mat1G2n,0,2,Ing0304-1
Mat1G2n,0,3,Ing0304-1
Mat1G2n,0,4,Ing0304-1
Mat1G2n,1,4,Ing0304-1
Mat1G2n,2,2,Ing0304-1
Mat1G2n,2,3,Ing0304-1
Mat1G2n,2,4,Ing0304-1
Mat1G2n,3,2,Ing0304-1
nan,3,3,Ing0304-1
Mat1G2n,4,2,Ing0304-1
Mat1G2n,4,3,Ing0304-1
ChiG2n,0,0,Ing0304-1
ChiG2n,0,4,Ing0304-1
ChiG2n,4,4,Ing0304-1
TerAppG2n,0,2,Ing0304-1
TerAppG2n,1,2,Ing0304-1
nan,2,2,Ing0304-1
TerAppG2n,4,3,Ing0304-1
TerAppG2n,4,4,Ing0304-1
CalProG2n,0,2,Ing0304-1
CalProG2n,1,2,Ing0304-1
CalProG2n,2,2,Ing0304-1
CalProG2n,3,2,Ing0304-1
CalProG2n,4,0,Ing0304-1
CalProG2n,4,1,Ing0304-1
CalProG2n,4,2,Ing0304-1
CalProG2n,4,3,Ing0304-1
CalProG2n,4,4,Ing0304-1
Mat1Mn,0,2,Ing0304-1
Mat1Mn,0,3,Ing0304-1
Mat1Mn,0,4,Ing0304-1
Mat1Mn,1,2,Ing0304-1
Mat1Mn,1,3,Ing0304-1
Mat1Mn,1,4,Ing0304-1
Mat1Mn,2,2,Ing0304-1
Mat1Mn,2,3,Ing0304-1
Mat1Mn,2,4,Ing0304-1
Mat1Mn,3,2,Ing0304-1
Mat1Mn,3,4,Ing0304-1
Mat1Mn,4,2,Ing0304-1
Mat1Mn,4,3,Ing0304-1
DisIndMn,0,0,Ing0304-1
DisIndMn,0,1,Ing0304-1
DisIndMn,0,2,Ing0304-1
DisIndMn,0,4,Ing0304-1
DisIndMn,1,0,Ing0304-1
DisIndMn,1,1,Ing0304-1
DisIndMn,4,3,Ing0304-1
DisIndMn,4,4,Ing0304-1
ComMecMn,0,2,Ing0304-1
ComMecMn,0,3,Ing0304-1
ComMecMn,1,2,Ing0304-1
ComMecMn,2,2,Ing0304-1
ComMecMn,3,2,Ing0304-1
ComMecMn,4,2,Ing0304-1
ComMecMn,4,3,Ing0304-1
ComMecMn,4,4,Ing0304-1
CosMacMn,0,0,Ing0304-1
CosMacMn,0,1,Ing0304-1
CosMacMn,0,2,Ing0304-1
CosMacMn,0,3,Ing0304-1
CosMacMn,0,4,Ing0304-1
CosMacMn,4,2,Ing0304-1
CosMacMn,4,3,Ing0304-1
CosMacMn,4,4,Ing0304-1
TecMec1Mn,0,0,Ing0304-1
TecMec1Mn,0,1,Ing0304-1
TecMec1Mn,0,2,Ing0304-1
TecMec1Mn,4,0,Ing0304-1
IdrNumAns,0,1,Ing0304-1
IdrNumAns,0,2,Ing0304-1
nan,3,1,Ing0304-1
IdrNumAns,3,2,Ing0304-1
IdrNumAns,4,0,Ing0304-1
IdrNumAns,4,1,Ing0304-1
IdrNumAns,4,2,Ing0304-1
PriIngAns,0,0,Ing0304-1
PriIngAns,1,0,Ing0304-1
PriIngAns,1,2,Ing0304-1
PriIngAns,3,0,Ing0304-1
PriIngAns,4,0,Ing0304-1
StaAns,0,2,Ing0304-1
StaAns,1,2,Ing0304-1
StaAns,3,2,Ing0304-1
StaAns,4,0,Ing0304-1
StaAns,4,2,Ing0304-1
StaAns,4,3,Ing0304-1
StaAns,4,4,Ing0304-1
ArcTecCns,0,2,Ing0304-1
ArcTecCns,4,0,Ing0304-1
ArcTecCns,4,1,Ing0304-1
ArcTecCns,4,3,Ing0304-1
ArcTecCns,4,4,Ing0304-1
EleTel1Ens,0,0,Ing0304-1
EleTel1Ens,0,1,Ing0304-1
EleTel1Ens,0,2,Ing0304-1
EleTel1Ens,0,3,Ing0304-1
EleTel1Ens,0,4,Ing0304-1
EleTel1Ens,4,2,Ing0304-1
EleTel1Ens,4,4,Ing0304-1
AppIndGns,0,0,Ing0304-1
AppIndGns,0,1,Ing0304-1
AppIndGns,0,3,Ing0304-1
AppIndGns,0,4,Ing0304-1
AppIndGns,1,2,Ing0304-1
AppIndGns,2,2,Ing0304-1
AppIndGns,2,4,Ing0304-1
AppIndGns,3,2,Ing0304-1
AppIndGns,3,4,Ing0304-1
AppIndGns,4,1,Ing0304-1
AppIndGns,4,2,Ing0304-1
AppIndGns,4,3,Ing0304-1
AppIndGns,4,4,Ing0304-1
RetCal2Gns,3,2,Ing0304-1
RetCal2Gns,3,3,Ing0304-1
RetCal2Gns,3,4,Ing0304-1
RetCal2Gns,4,3,Ing0304-1
RetCal2Gns,4,4,Ing0304-1
TecCos1Cv,0,2,Ing0304-1
StoArcCv,0,0,Ing0304-1
StoArcCv,0,2,Ing0304-1
StoArcCv,0,4,Ing0304-1
TeoStr1Cv,0,0,Ing0304-1
TeoStr1Cv,0,1,Ing0304-1
TeoStr1Cv,0,2,Ing0304-1
TeoStr1Cv,1,1,Ing0304-1
TeoStr1Cv,1,2,Ing0304-1
TeoStr1Cv,2,3,Ing0304-1
TeoStr1Cv,2,4,Ing0304-1
ArcComCv,0,2,Ing0304-1
ArcComCv,1,2,Ing0304-1
ArcComCv,2,1,Ing0304-1
ArcComCv,2,2,Ing0304-1
ArcComCv,2,3,Ing0304-1
CalAut1Cv,0,0,Ing0304-1
CalAut1Cv,0,1,Ing0304-1
CalAut1Cv,0,2,Ing0304-1
CalAut1Cv,0,3,Ing0304-1
CalAut1Cv,0,4,Ing0304-1
CalAut1Cv,1,0,Ing0304-1
CalAut1Cv,1,1,Ing0304-1
CalAut1Cv,1,2,Ing0304-1
CosZonCv,0,2,Ing0304-1
CosZonCv,1,2,Ing0304-1
CosZonCv,2,2,Ing0304-1
ImpTec1Cv,4,4,Ing0304-1
IdrAppCv,0,2,Ing0304-1
IdrAppCv,0,4,Ing0304-1
IdrAppCv,2,2,Ing0304-1
IdrAppCv,4,4,Ing0304-1
CalEle1Ev,1,4,Ing0304-1
CalEle1Ev,2,4,Ing0304-1
CalEle1Ev,4,4,Ing0304-1
CamEle1Ev,0,0,Ing0304-1
CamEle1Ev,0,1,Ing0304-1
CamEle1Ev,0,2,Ing0304-1
CamEle1Ev,0,3,Ing0304-1
CamEle1Ev,4,1,Ing0304-1
CamEle1Ev,4,2,Ing0304-1
CamEle1Ev,4,3,Ing0304-1
CamEle1Ev,4,4,Ing0304-1
EleIndEv,3,3,Ing0304-1
EleIndEv,3,4,Ing0304-1
EleIndEv,4,0,Ing0304-1
EleIndEv,4,1,Ing0304-1
EleIndEv,4,2,Ing0304-1
EleIndEv,4,4,Ing0304-1
GesAziGv,4,0,Ing0304-1
GesAziGv,4,1,Ing0304-1
GesAziGv,4,2,Ing0304-1
GesAziGv,4,3,Ing0304-1
GesAziGv,4,4,Ing0304-1
ChiInd1Gv,0,0,Ing0304-1
ChiInd1Gv,0,1,Ing0304-1
ChiInd1Gv,4,1,Ing0304-1
ChiInd1Gv,4,2,Ing0304-1
ChiInd1Gv,4,3,Ing0304-1
ChiInd1Gv,4,4,Ing0304-1
OrgPro1Gv,0,0,Ing0304-1
OrgPro1Gv,0,1,Ing0304-1
OrgPro1Gv,0,2,Ing0304-1
OrgPro1Gv,0,3,Ing0304-1
OrgPro1Gv,0,4,Ing0304-1
OrgPro1Gv,4,2,Ing0304-1
OrgPro1Gv,4,4,Ing0304-1
Mac1Mv,0,2,Ing0304-1
Mac1Mv,1,2,Ing0304-1
Mac1Mv,2,2,Ing0304-1
Mac1Mv,3,2,Ing0304-1
Mac1Mv,4,2,Ing0304-1
TerAppMv,0,0,Ing0304-1
TerAppMv,0,1,Ing0304-1
TerAppMv,4,4,Ing0304-1
DisAssMv,0,0,Ing0304-1
nan,0,1,Ing0304-1
DisAssMv,0,2,Ing0304-1
DisAssMv,4,3,Ing0304-1
MecVibMn,0,2,Ing0304-1
MecVibMn,1,2,Ing0304-1
MecVibMn,2,2,Ing0304-1
MecVibMn,3,2,Ing0304-1
MecVibMn,4,2,Ing0304-1
c0012,0,0,Ing0405-3
c0012,0,1,Ing0405-3
c0012,0,2,Ing0405-3
c0012,0,3,Ing0405-3
c0013,0,0,Ing0405-3
c0013,0,2,Ing0405-3
c0013,1,2,Ing0405-3
c0013,2,0,Ing0405-3
c0013,2,2,Ing0405-3
c0013,3,2,Ing0405-3
c0013,4,2,Ing0405-3
c0014,3,0,Ing0405-3
c0014,3,2,Ing0405-3
c0014,3,3,Ing0405-3
c0014,3,4,Ing0405-3
c0014,4,0,Ing0405-3
c0014,4,1,Ing0405-3
c0014,4,2,Ing0405-3
c0014,4,4,Ing0405-3
c0045,0,4,Ing0405-3
c0045,1,0,Ing0405-3
c0045,1,4,Ing0405-3
c0045,2,0,Ing0405-3
c0045,3,0,Ing0405-3
c0045,4,1,Ing0405-3
c0052,0,0,Ing0405-3
c0052,0,2,Ing0405-3
c0052,1,0,Ing0405-3
c0052,1,2,Ing0405-3
c0052,1,3,Ing0405-3
c0052,1,4,Ing0405-3
c0053,2,2,Ing0405-3
c0053,2,4,Ing0405-3
c0053,3,0,Ing0405-3
c0053,3,1,Ing0405-3
c0053,3,2,Ing0405-3
